"BY","Stock.ID","stock_name","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits","X","Return","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2","early_sst","np_pinks","early_sst_stnd","np_pinks_stnd"
1985,6,"Quesnel","1349263","694708","",46515454,0,2870,28135,23700,12137664,0,0,334171,17706,0,993,12517104,12545239,NA,"0.97",694708,551,1098,20053,2.89135969459895,0.00211793493930247,0.996391539451739,0.00149052560895811,0.173164684209798,364.3859048,0.123902999785034,0.273663931911923
1986,6,"Quesnel","181467","94844","",14683961,0,0,41,0,2364628,0,0,168115,0,0,0,2532743,2532784,NA,"0.93",94844,694708,551,1098,3.28482474753094,0,1,0,0.0190167505233064,303.0355966,-0.107155514697497,-0.165994163690107
1987,6,"Quesnel","20546","11238","",11009225,0,0,11,0,119437,0,0,57144,0,0,0,176581,176592,NA,"0.68",11238,94844,694708,551,2.7544788019229,0,1,0,0.551989801594467,486.0193237,0.691739147686915,1.14533220684225
1988,6,"Quesnel","6832","4185","",NA,0,0,0,0,26342,0,0,0,0,0,0,26342,26342,NA,"1",4185,11238,94844,694708,1.83965791963542,0,1,0,0.482530806047859,277.2341688,0.587624276052704,-0.350896358042266
1989,6,"Quesnel","1870820","940610","",58013355,0,2122,10417,0,10339444,51,0,280053,9408,0,0,10631027,10641495,NA,"0.97",940610,4185,11238,94844,2.42500347906141,0.000199408071892154,0.998911713062873,0.000888878865234631,-0.146621098705326,398.5924679,-0.355436723984983,0.518800310699286
1990,6,"Quesnel","488259","259597","",5244447,0,0,585,0,2946813,0,0,336236,0,0,0,3283049,3283634,NA,"0.9",259597,940610,4185,11238,2.53739741424055,0,1,0,1.20884967631982,453.748659,1.67633273416923,0.914069163475606
1991,6,"Quesnel","46259","24862","",12291054,0,0,26,0,100196,0,0,50671,282,0,0,151149,151175,NA,"0.66",24862,259597,940610,4185,1.80492557188963,0,0.998134612204399,0.00186538779560112,0.990121516981534,434.867605,1.34847233173926,0.778760825373417
1992,6,"Quesnel","5862","3046","",NA,0,0,1,0,29213,0,0,0,0,0,0,29213,29214,NA,"1",3046,24862,259597,940610,2.26078456120616,0,1,0,0.639499638063847,424.2513281,0.822911148074204,0.702680815000497
1993,6,"Quesnel","2620464","1507416","",62550416,0,282,1642,0,6446036,0,0,398551,4529,0,0,6849398,6851040,NA,"0.94",1507416,3046,24862,259597,1.51376383852683,4.11616338541302e-05,0.999297770849389,0.00066106751675658,1.07444962319825,401.9695761,1.47487510915947,0.543001867356731
1994,6,"Quesnel","659499","356244","",16753374,0,0,248,0,2263471,0,0,212902,470,0,0,2476843,2477091,NA,"0.91",356244,1507416,3046,24862,1.93912415502005,0,0.999810261310545,0.000189738689454687,0.119677592111937,443.5715796,0.0437290542214346,0.841136598357789
1995,6,"Quesnel","216109","116916","",NA,0,0,0,0,119078,0,0,48228,0,0,0,167306,167306,NA,"0.71",116916,356244,1507416,3046,0.358368742836358,0,1,0,1.07828784770654,501.0739726,1.48062837767191,1.25321916714494
1996,6,"Quesnel","41187","21719","",NA,0,0,0,0,67906,0,0,19609,3175,0,0,90690,90690,NA,"0.75",21719,116916,356244,1507416,1.42925964396929,0,0.964990627412063,0.0350093725879369,1.05237027800793,381.8192568,1.44177949393832,0.398597523366641
1997,6,"Quesnel","1858652","904886","",55546172,0,1589,79,0,4358762,0,0,318446,13897,0,0,4692694,4692773,NA,"0.93",904886,21719,116916,356244,1.6459531412594,0.000338605766782242,0.996700032155828,0.00296136207739006,-0.609490808391007,401.8196412,-1.04925067893848,0.541927380617668
1998,6,"Quesnel","1179252","534587","",42867369,0,0,56,0,4467804,0,0,272015,0,0,0,4739819,4739875,NA,"0.94",534587,904886,21719,116916,2.18225974214341,0,1,0,0.451975591847156,382.8857158,0.541823841145358,0.406240147287113
1999,6,"Quesnel","189360","106950","",15864029,0,0,0,0,581976,0,0,228610,0,0,0,810586,810586,NA,"0.72",106950,534587,904886,21719,2.02539600735948,0,1,0,-0.320505543112472,466.3283391,-0.616079085225121,1.00421961843369
2000,6,"Quesnel","63703","37162","",5159686,0,0,0,0,38143,0,0,15667,0,0,0,53810,53810,NA,"0.71",37162,106950,534587,904886,0.370172589690765,0,1,0,-0.303752993532308,361.2705607,-0.590968017387779,0.251338269754108
2001,6,"Quesnel","3510789","1740472","",65965060,0,4927,42,0,3576455,0,0,115416,4166,0,0,3700964,3701006,NA,"0.97",1740472,37162,106950,534587,0.7544369854472,0.00133125966291327,0.997543100443501,0.00112563989358569,0.792558442176464,594.4661709,1.05233712259723,1.92250082608639
2002,6,"Quesnel","3062151","1312599","",51300000,0,0,38,0,603583,0,0,36207,437,0,0,640227,640265,NA,"0.94",1312599,1740472,37162,106950,-0.71794161922564,0,0.999317470110033,0.000682529889967435,1.29819421129395,344.0283572,1.81025483766133,0.12777451633204
2003,6,"Quesnel","279178","148465","",10372264,0,0,0,0,82424,0,0,60604,848,0,0,143876,143876,NA,"0.57",148465,1312599,1740472,37162,-0.0313974227320179,0,0.994106035753009,0.00589396424699046,1.11076580115564,548.7740497,1.5293108834825,1.59505485914324
2004,6,"Quesnel","10222","6628","",1860000,0,0,0,164,6545,0,0,5986,0,0,0,12695,12695,NA,"0.52",6628,148465,1312599,1740472,0.649905115592325,0.0129184718393068,0.987081528160693,0,0.202083471297486,328.1716624,0.167250528521342,0.0141398102832349
2005,6,"Quesnel","1447381","777707","",51806108,0,0,0,0,198055,11,0,8059,2660,511,200,209485,209496,NA,"0.95",777707,6628,148465,1312599,-1.31169770880697,0,0.986295681063123,0.0137043189368771,-0.0457289265910829,657.1627969,-0.204205404471838,2.37180711315461
2006,6,"Quesnel","169768","90415","",15164301,0,234,56,0,601269,0,0,47841,0,0,0,649344,649400,NA,"0.93",90415,777707,6628,148465,1.97155243966723,0.000360332614721281,0.999639667385279,0,-1.22355778823822,407.2142707,-1.96970028058439,0.58058721138358
2007,6,"Quesnel","75100","33777","",NA,0,0,21,0,72938,0,0,648,15,0,0,73601,73622,NA,"0.99",33777,90415,777707,6628,0.778878515109947,0,0.999796256553747,0.000203743446252479,-0.606445631619023,653.762543,-1.04468614145527,2.34743968619134
2008,6,"Quesnel","7091","2471","",NA,0,0,0,0,727,0,0,6536,307,0,0,7570,7570,NA,"0.1",2471,33777,90415,777707,1.11957014044288,0,0.959445178335535,0.040554821664465,0.0491957639580562,435.5747755,-0.061918982192536,0.783828660310486
2009,6,"Quesnel","149572","88670","",NA,0,0,19,137,296451,0,0,21900,0,0,0,318488,318507,NA,"0.93",88670,2471,33777,90415,1.27866318430142,0.000430131833837247,0.999569868166163,0,0.0112592082198385,577.8224288,-0.118783605699484,1.80322585958545
2010,6,"Quesnel","250867","141823","",NA,0,0,2958,0,2497659,46,0,30937,128,0,0,2528724,2531728,NA,"0.99",141823,88670,2471,33777,2.88089030544226,0,0.999931272237776,6.8727762224062e-05,-0.0692219370066837,355.8470816,-0.239420019144465,0.212471692509376
2011,6,"Quesnel","57437","21350","",NA,0,0,31,0,35995,0,0,4436,0,0,0,40431,40462,NA,"0.89",21350,141823,88670,2471,0.638545077780498,0,1,0,0.362810721721245,549.4208599,0.408171044493396,1.59969013073505
2012,6,"Quesnel","","97","",NA,0,0,1,0,394,0,0,2285,0,0,0,2678,2679,NA,"0.15",97,21350,141823,88670,3.31811454774774,0,1.00037327360956,0,0.51038076500993,381.53067615,0.629369695483775,0.396529451946478
2013,6,"Quesnel","","93727","",NA,0,0,287,0,141418,0,0,5199,0,0,0,146617,146904,NA,"0.96",93727,97,21350,141823,0.447437443112278,0,1,0,1.48932113747965,615.7924859,2.09674264574247,2.07533277288839
2014,6,"Quesnel","","430994","",NA,0,0,1571,0,2020694,0,0,0,0,0,0,2020694,2022265,NA,"",430994,93727,97,21350,1.54510212685381,0,1,0,1.52035005533724,381.53067615,2.14325313404235,0.396529451946478
1950,7,"Chilko","17308","6555","Brood year t+2",1170491,0,0,1489,0,183278,954,0,4705,15449,0,0,203432,205875,NA,"0.9",6555,430994,93727,97,3.4351036794915,0,0.920325440194293,0.0796745598057073,-0.59109183407765,179.7949782,-1.04669279137895,-1.04918020099449
1951,7,"Chilko","98315","57564","",11504581,0,0,3925,0,644911,5004,0,20763,74115,0,3609,743398,752327,NA,"0.87",57564,6555,430994,93727,2.55833419520993,0,0.890037177982446,0.109962822017554,-0.151224316788136,294.413004,-0.372756843416025,-0.22778672436168
1952,7,"Chilko","485585","233628","",22973478,0,0,18732,0,1763929,114,0,35975,38833,0,893,1839630,1858476,NA,"0.96",233628,57564,6555,430994,2.06358963664104,0,0.978563080717749,0.0214369192822506,-0.649165679058617,260.8135208,-1.13566969972233,-0.468572552996268
1953,7,"Chilko","200691","94471","",7690383,0,0,1172,0,514554,2583,0,14004,86362,0,781,615701,619456,NA,"0.84",94471,233628,57564,6555,1.87446854698742,0,0.855153554086166,0.144846445913834,-0.831283859397445,362.0339953,-1.41469914309709,0.256809313212578
1954,7,"Chilko","34296","21247","",3007274,0,0,12234,0,632132,2844,0,4415,58891,0,2233,697671,712749,NA,"0.91",21247,94471,233628,57564,3.49153193600522,0,0.910251715540815,0.0897482844591855,0.0497276251388623,187.0299165,-0.0648715548816928,-0.997332063827736
1955,7,"Chilko","121167","75834","",9159120,0,0,32418,0,1407963,1373,0,31011,40510,0,0,1479484,1513275,NA,"0.95",75834,21247,94471,233628,2.9709019164244,0,0.972322941963622,0.0276770580363781,0.508177671804045,240.0020938,0.637535316843711,-0.617714629540566
1956,7,"Chilko","646906","368607","",28242157,0,0,13905,0,2379854,75,0,16684,25152,0,0,2421690,2435670,NA,"0.98",368607,75834,21247,94471,1.88248988669599,0,0.989642685585486,0.0103573144145143,1.35333670598205,125.0629748,1.93243214938999,-1.44140917407286
1957,7,"Chilko","138464","83128","",9458468,0,0,76,0,117362,63,0,3149,17578,0,0,138089,138228,NA,"0.85",83128,368607,75834,21247,0.5075168162667,0,0.872377521196863,0.127622478803137,0.0816523557947444,182.1236784,-0.0159585918363402,-1.03249190838115
1958,7,"Chilko","120104","70433","",6902846,0,0,4055,0,278320,1711,0,13613,130581,0,5091,427605,433371,NA,"0.65",70433,83128,368607,75834,1.80353796891868,0,0.682989863188815,0.317010136811185,0.118669729754019,162.859114,0.0407569828077442,-1.17054861820395
1959,7,"Chilko","463060","272891","",32629026,0,0,23792,0,2080497,1272,0,18659,88363,0,0,2187519,2212583,NA,"0.95",272891,70433,83128,368607,2.08145085585109,0,0.959488525402211,0.0405114745977891,0.421762699354172,224.2375817,0.505136005489552,-0.730688721624771
1960,7,"Chilko","426546","244864","",33817514,0,0,5472,0,958877,1045,0,5980,81961,0,0,1046818,1053335,NA,"0.92",244864,272891,70433,83128,1.45280741139217,0,0.921196960131392,0.0788030398686078,0.00958965502245525,146.2015324,-0.126368300780082,-1.28992276347664
1961,7,"Chilko","39101","15038","",1593017,0,0,256,0,52713,409,0,11583,4492,0,0,68788,69453,NA,"0.77",15038,244864,272891,70433,1.52044898016612,0,0.929434293695017,0.0705657063049832,0.634452443453005,205.1036429,0.831005178995482,-0.867809322009527
1962,7,"Chilko","77713","42125","",8808628,0,0,10657,0,960609,0,0,13582,696,0,18,974905,985562,NA,"0.99",42125,15038,244864,272891,3.1416986416807,0,0.999275540250131,0.000724459749868603,-0.578110627425295,161.1151013,-1.02680384421398,-1.18304683255502
1963,7,"Chilko","998231","57163","",9263733,0,0,37579,0,1112861,3971,0,4045,47006,0,841,1164753,1206303,NA,"0.96",57163,42125,15038,244864,3.01435749041446,0,0.957043959933781,0.0429560400662189,-0.919332920906821,175.2447665,-1.54960209774403,-1.08178863393156
1964,7,"Chilko","238272","131590","",23643449,0,0,7252,0,1818921,1343,0,55810,156756,0,0,2031487,2040082,NA,"0.9",131590,57163,42125,15038,2.73683228803285,0,0.92250360524724,0.0774963947527599,-0.149055162194081,172.0482063,-0.369433408062965,-1.10469631950385
1965,7,"Chilko","35335","20813","",2343404,0,0,1787,0,138555,1782,0,2360,14460,0,0,155375,158944,NA,"0.89",20813,131590,57163,42125,2.01026375835476,0,0.897813066237165,0.102186933762835,-0.146723570170933,220.7792867,-0.365861096813284,-0.755472091722495
1966,7,"Chilko","209619","107541","",16816182,0,0,26456,0,744469,1479,0,27636,89160,0,0,861265,889200,NA,"0.86",107541,20813,131590,57163,2.08053006851808,0,0.898066801619433,0.101933198380567,-0.339080736555792,132.2029342,-0.660578038118403,-1.39024168943291
1967,7,"Chilko","174715","90006","",8812334,0,0,28734,0,1933329,5300,0,23351,13996,0,0,1970676,2004710,NA,"0.98",90006,107541,20813,131590,3.08625557530381,0,0.990374667657666,0.0096253323423338,-0.475516161541478,202.78803,-0.869615381998773,-0.884403826383435
1968,7,"Chilko","413862","181912","",31772048,0,0,46952,0,2349375,1108,0,21925,55581,0,1128,2428009,2476069,NA,"0.97",181912,90006,107541,20813,2.59130380526556,0,0.976649681410332,0.0233503185896677,-0.53566222110706,126.2276425,-0.961767200617573,-1.43306275173181
1969,7,"Chilko","70902","25519","",3570614,0,0,4126,0,369954,294,0,15839,12146,0,0,397939,402359,NA,"0.93",25519,181912,90006,107541,2.74687545445043,0,0.969082336918026,0.0309176630819741,-1.11227139580892,158.6269034,-1.84520968155224,-1.20087814232821
1970,7,"Chilko","135388","50923","",3848709,0,0,16775,0,630046,5423,0,1084,41128,0,0,672258,694456,NA,"0.94",50923,25519,181912,90006,2.58032750751255,0,0.932967675417881,0.067032324582119,-0.472330612666341,133.9360774,-0.864734694481366,-1.37782136977888
1971,7,"Chilko","157193","90831","",7608969,0,0,58786,0,740253,13222,0,0,40581,0,0,780834,852842,NA,"0.95",90831,50923,25519,181912,2.15136194220094,0,0.93691328522751,0.0630867147724901,-0.284344751765049,228.2673373,-0.576715178626202,-0.701810061927384
1972,7,"Chilko","562650","332353","",20273314,0,0,42709,0,1947465,1309,0,34424,83501,0,166,2065556,2109574,NA,"0.94",332353,90831,50923,25519,1.82695706147329,0,0.959718881632026,0.0402811183679738,-0.47322326549263,199.0080226,-0.866102358164272,-0.911492701787741
1973,7,"Chilko","55675","30231","",4300031,0,0,8835,0,200775,2893,0,6807,27243,0,1744,236569,248297,NA,"0.85",30231,332353,90831,50923,2.05737203217034,0,0.871605375820086,0.128394624179914,-0.635739706202806,279.1204321,-1.11509931116611,-0.337378725374824
1974,7,"Chilko","110026","71126","",7245661,0,0,26487,0,641497,3815,0,4312,36356,0,0,682165,712467,NA,"0.94",71126,30231,332353,90831,2.26081861196405,0,0.943617037701395,0.0563829622986047,-0.708640996714491,234.0968415,-1.22679385190297,-0.660033764626305
1975,7,"Chilko","244631","133782","",14145005,0,0,22821,0,1389008,20230,0,7375,73812,0,390,1470585,1513636,NA,"0.94",133782,71126,30231,332353,2.39720395029541,0,0.937612477504499,0.0623875224955009,-0.186568031875979,319.9023766,-0.426908148515873,-0.0451208283913871
1976,7,"Chilko","384390","228326","",26010772,0,0,8457,0,1650944,334,0,25168,14210,0,0,1690322,1699113,NA,"0.98",228326,133782,71126,30231,2.00189989002244,0,0.991440239701538,0.00855976029846161,0.424582321933311,244.4852059,0.509456044912965,-0.585587056165859
1977,7,"Chilko","51330","20385","",2268157,0,0,3346,0,190527,0,0,2743,2584,0,0,195854,199200,NA,"0.97",20385,228326,133782,71126,2.26257014742578,0,0.987028112449799,0.0129718875502008,0.0134593294693422,297.883815,-0.120439441261787,-0.202913660163208
1978,7,"Chilko","146842","85570","",16490014,0,0,8616,0,1169034,397,0,77743,9789,0,0,1256566,1265579,NA,"0.93",85570,20385,228326,133782,2.68680312803452,0,0.9919515099413,0.00804849005870041,0.16553856293887,223.2043036,0.112566312391768,-0.738093559432469
1979,7,"Chilko","258391","147920","",21152257,0,0,9358,0,1615466,1371,0,72206,15308,0,7804,1710784,1721513,NA,"0.94",147920,85570,20385,228326,2.44803543688037,0,0.985778207890385,0.0142217921096152,-0.0482851450490245,431.0079915,-0.215040245664036,0.751101464386378
1980,7,"Chilko","497759","293204","",35037719,0,0,12504,0,3920494,414,0,473961,32179,0,2375,4429009,4441927,NA,"0.89",293204,147920,85570,20385,2.71506252349831,0,0.992127740955671,0.00787225904432918,-0.535993668118607,308.7731516,-0.962275021829976,-0.124876807009707
1981,7,"Chilko","34540","20164","",1704324,0,0,1722,0,180656,2919,0,4547,18862,0,0,204065,208706,NA,"0.89",20164,293204,147920,85570,2.31453973432387,0,0.89563788295497,0.10436211704503,0.837983120634505,326.2901376,1.14284143530983,0.000656135389552768
1982,7,"Chilko","249578","142515","",13967231,0,0,52424,0,1355953,182,0,131741,57505,0,1412,1546611,1599217,NA,"0.88",142515,20164,293204,147920,2.38437410719835,0,0.963045040166531,0.0369549598334685,-0.425738920134248,261.7616152,-0.793349981494827,-0.461778171833649
1983,7,"Chilko","382833","213715","",19714627,0,0,45476,0,1717330,5243,0,36418,310875,0,4399,2069022,2119741,NA,"0.83",213715,142515,20164,293204,2.27018795912561,0,0.848794263072706,0.151205736927294,-0.13758681827824,270.3310462,-0.351862369228107,-0.400366586066701
1984,7,"Chilko","580178","283146","",9843219,0,0,11108,0,500714,1951,0,2890,153893,0,5802,663299,676358,NA,"0.75",283146,213715,142515,20164,0.851263203244817,0,0.761005266441736,0.238994733558264,0.0247630350467413,212.1579015,-0.10312065041144,-0.817255999736889
1985,7,"Chilko","71975","34995","",5591056,0,0,970,0,366037,1563,0,184400,18862,0,1136,570435,572968,NA,"0.64",34995,283146,213715,142515,2.79119403352492,0,0.962369626226945,0.0376303737730554,0.167985281348937,364.3859048,0.116315012685093,0.273663931911923
1986,7,"Chilko","293804","165504","",18884731,0,0,47835,0,4413216,335,0,279555,54465,0,5033,4752269,4800439,NA,"0.93",165504,34995,283146,213715,3.35738210347509,0,0.987535931609588,0.0124640683904118,0.0256597630821038,303.0355966,-0.101746742962441,-0.165994163690107
1987,7,"Chilko","421015","268105","",21695021,0,0,11552,0,4032356,863,0,316979,56111,0,2975,4408421,4420836,NA,"0.91",268105,165504,34995,283146,2.79989315961354,0,0.986439442675548,0.0135605573244518,0.551047898903658,486.0193237,0.703218246371667,1.14533220684225
1988,7,"Chilko","363389","206156","",20900735,0,0,2697,0,2979547,797,0,157913,155406,0,0,3292866,3296360,NA,"0.9",206156,268105,165504,34995,2.77088042542065,0,0.952613488817969,0.0473865111820311,0.452654384977828,277.2341688,0.55246620518977,-0.350896358042266
1989,7,"Chilko","63268","42813","",NA,0,0,11841,0,3015024,0,0,86942,3564,0,0,3105530,3117371,NA,"0.97",42813,206156,268105,165504,4.28409787744648,0,0.998856728955264,0.00114327104473609,-0.146401662283422,398.5924679,-0.365367890816479,0.518800310699286
1990,7,"Chilko","825837","497975","",34168374,0,0,13262,0,2412516,4715,0,178745,19347,0,0,2610608,2628585,NA,"0.92",497975,42813,206156,268105,1.65678854841829,0,0.990846025523238,0.00915397447676221,1.20685344263938,453.748659,1.70800017143929,0.914069163475606
1991,7,"Chilko","1037737","597558","",39721810,0,0,4495,0,1126703,537,0,128342,122472,0,0,1377517,1382549,NA,"0.82",597558,497975,42813,206156,0.835186531924464,0,0.911027384924513,0.0889726150754874,0.95952273869778,434.867605,1.32905640798901,0.778760825373417
1992,7,"Chilko","511267","319943","",12866432,0,0,3754,0,1773513,614,0,78754,9714,0,0,1861981,1866349,NA,"0.95",319943,597558,497975,42813,1.76125339877569,0,0.994466201123155,0.00553379887684458,0.641910158827158,424.2513281,0.842431397760823,0.702680815000497
1993,7,"Chilko","555226","322283","",27257811,0,0,18173,0,3380892,208,0,548667,15931,0,0,3945490,3963871,NA,"0.86",322283,319943,597558,497975,2.50489839188351,0,0.99592847496803,0.00407152503197001,1.07120850771323,401.9695761,1.5001739642005,0.543001867356731
1994,7,"Chilko","450745","253982","",16976927,0,0,10606,0,1331935,184,0,72717,4545,0,0,1409197,1419987,NA,"0.95",253982,322283,319943,597558,1.71351191923169,0,0.996669687821086,0.00333031217891431,0.122688749400419,443.5715796,0.0469146591735034,0.841136598357789
1995,7,"Chilko","544364","298077","",39826473,0,0,2778,0,1045307,36,0,179013,44788,0,2414,1271522,1274336,NA,"0.82",298077,253982,322283,319943,1.45061804472084,0,0.962931283429174,0.0370687165708259,1.07956707268039,501.0739726,1.51298040519316,1.25321916714494
1996,7,"Chilko","974846","504519","",18700496,0,0,359,0,1175834,0,0,159331,26555,0,1811,1363531,1363890,NA,"0.86",504519,298077,253982,322283,0.994227437499038,0,0.979202135069544,0.0207978649304563,1.07689972555628,381.8192568,1.5088936721611,0.398597523366641
1997,7,"Chilko","985827","509295","",21837625,0,0,222,0,663879,0,0,204615,16297,0,0,884791,885013,NA,"0.75",509295,504519,298077,253982,0.552324042480161,0,0.98158558122875,0.0184144187712497,-0.593614573209883,401.8196412,-1.05055796560009,0.541927380617668
1998,7,"Chilko","879010","467670","",11078244,0,0,1084,0,423716,0,0,73801,34730,0,3035,535282,536366,NA,"0.79",467670,509295,504519,298077,0.13503079183716,0,0.929590988243103,0.0704090117568973,0.397585958533802,382.8857158,0.468094000560814,0.406240147287113
1999,7,"Chilko","891567","432593","",19985332,0,0,2228,0,1449980,0,0,109275,9106,0,0,1568361,1570589,NA,"0.92",432593,467670,509295,504519,1.28798907184516,0,0.994202175107555,0.00579782489244481,-0.320408414763504,466.3283391,-0.631969540347762,1.00421961843369
2000,7,"Chilko","758941","395550","",19475377,0,0,3918,0,424960,59,0,27152,42236,0,3565,497913,501890,NA,"0.85",395550,432593,467670,509295,0.230148161500455,0,0.908625396003108,0.0913746039968917,-0.203496430834814,361.2705607,-0.452844722942004,0.251338269754108
2001,7,"Chilko","668671","331293","",35710945,0,0,176,0,1001606,0,0,89122,67732,0,0,1158460,1158636,NA,"0.86",331293,395550,432593,467670,1.25184363567379,0,0.941541605819256,0.0584583941807436,0.822964560552377,594.4661709,1.11983098982762,1.92250082608639
2002,7,"Chilko","382814","215118","",19625177,0,0,4514,0,1119367,0,0,106118,8734,0,554,1234773,1239287,NA,"0.91",215118,331293,395550,432593,1.74745571171882,0,0.992505368005958,0.00749463199404174,1.29695376655161,344.0283572,1.84604593481306,0.12777451633204
2003,7,"Chilko","608321","334956","",23304118,0,0,557,0,321849,0,0,29357,30465,0,3834,385505,386062,NA,"0.83",334956,215118,331293,395550,0.140554983172685,0,0.911156757204801,0.0888432427951987,1.033946091588,548.7740497,1.44308295213966,1.59505485914324
