"BY","Stock.ID","stock_name","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits_psc","total_recruits","prop_4s","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2","early_sst","np_pinks","early_sst_stnd","np_pinks_stnd"
1984,6,"Quesnel",914,"551","",NA,0,0,85,0,6868,0,0,0,0,0,0,6868,6953,6953,"1",551,1098,20053,332306,2.5351936909461,0,1,0,-0.117156518537031,212.1579015,-0.199145042348114,-0.830710045168989
1985,6,"Quesnel",1349263,"694708","",46515454,0,2870,28135,23700,12137664,0,0,334171,17706,0,993,12517104,12545239,12545239,"0.973205948",694708,551,1098,20053,2.89360489663922,0.00211793493930247,0.996391539451739,0.00149052560895811,0.078053599891982,364.3859048,0.0930170076477937,0.201346423327908
1986,6,"Quesnel",181467,"94844","",14683961,0,0,41,0,2364628,0,0,168115,0,0,0,2532743,2532784,2532784,"0.933623348",94844,694708,551,1098,3.28484093538267,0,1,0,-0.0760943337945101,303.0355966,-0.137689149752833,-0.214588759749463
1987,6,"Quesnel",20546,"11238","",11009225,0,0,11,0,119437,0,0,57144,0,0,0,176581,176592,176592,"0.676386474",11238,94844,694708,551,2.75454109434052,0,1,0,0.45687871727665,486.0193237,0.659987223002141,1.02598153670943
1988,6,"Quesnel",6832,"4185","",NA,0,0,0,0,26342,0,0,0,0,0,0,26342,26342,26342,"1",4185,11238,94844,694708,1.83965791963542,0,1,0,0.387419721730042,277.2341688,0.556031123324177,-0.389514068366749
1989,6,"Quesnel",1870820,"940610","",58013355,0,2122,10417,0,10339444,51,0,280053,9408,0,0,10631027,10641495,10641495,"0.973628412",940610,4185,11238,94844,2.42598765957794,0.000199408071892154,0.998911713062873,0.000888878865234631,-0.241732183023143,398.5924679,-0.385591737881985,0.433255822039717
1990,6,"Quesnel",488259,"259597","",5244447,0,0,585,0,2946813,0,0,336236,0,0,0,3283049,3283634,3283634,"0.897584227",259597,940610,4185,11238,2.53757558638669,0,1,0,1.113738592002,453.748659,1.64307933474429,0.807196901002854
1991,6,"Quesnel",46259,"24862","",12291054,0,0,26,0,100196,0,0,50671,282,0,0,151149,151175,151175,"0.664134635",24862,259597,940610,4185,1.80509757278975,0,0.998134612204399,0.00186538779560112,0.895010432663718,434.867605,1.31571890927873,0.679189481275112
1992,6,"Quesnel",5862,"3046","",NA,0,0,1,0,29213,0,0,0,0,0,0,29213,29214,29214,"1",3046,24862,259597,940610,2.26081879195565,0,1,0,0.544388553746031,424.2513281,0.790959190149419,0.60721456858834
1993,6,"Quesnel",2620464,"1507416","",62550416,0,282,1642,0,6446036,0,0,398551,4529,0,0,6849398,6851040,6851040,"0.941771359",1507416,3046,24862,259597,1.51400353889376,4.11616338541302e-05,0.999297770849389,0.00066106751675658,0.979338538880426,401.9695761,1.44192892637631,0.456151519855284
1994,6,"Quesnel",659499,"356244","",16753374,0,0,248,0,2263471,0,0,212902,470,0,0,2476843,2477091,2477091,"0.914026683",356244,1507416,3046,24862,1.93922427746827,0,0.999810261310545,0.000189738689454687,0.0245665077941212,443.5715796,0.012965324869303,0.738199604858351
1995,6,"Quesnel",216109,"116916","",NA,0,0,0,0,119078,0,0,48228,0,0,0,167306,167306,167306,"0.711737774",116916,356244,1507416,3046,0.358368742836358,0,1,0,0.983176763388719,501.0739726,1.44767342133237,1.12804717142432
1996,6,"Quesnel",41187,"21719","",NA,0,0,0,0,67906,0,0,19609,3175,0,0,90690,90690,90690,"0.775935554",21719,116916,356244,1507416,1.42925964396929,0,0.964990627412063,0.0350093725879369,0.957259193690116,381.8192568,1.40888378094388,0.319538893235863
1997,6,"Quesnel",1858652,"904886","",55546172,0,1589,79,0,4358762,0,0,318446,13897,0,0,4692694,4692773,4692773,"0.931915365",904886,21719,116916,356244,1.64596997579731,0.000338605766782242,0.996700032155828,0.00296136207739006,-0.704601892708824,401.8196412,-1.07834764803198,0.455135009883111
1998,6,"Quesnel",1179252,"534587","",42867369,0,0,56,0,4467804,0,0,272015,0,0,0,4739819,4739875,4739875,"0.942610678",534587,904886,21719,116916,2.18227155687077,0,1,0,0.356864507529339,382.8857158,0.51030053266226,0.326769139218711
1999,6,"Quesnel",189360,"106950","",15864029,0,0,0,0,581976,0,0,228610,0,0,0,810586,810586,810586,"0.717969469",106950,534587,904886,21719,2.02539600735948,0,1,0,-0.415616627430288,466.3283391,-0.645836627589712,0.892483050314298
2000,6,"Quesnel",63703,"37162","",5159686,0,0,0,0,38143,0,0,15667,0,0,0,53810,53810,53810,"0.708845939",37162,106950,534587,904886,0.370172589690765,0,1,0,-0.398864077850125,361.2705607,-0.620763853353482,0.180225401174958
2001,6,"Quesnel",3510789,"1740472","",65965060,0,4927,42,0,3576455,0,0,115416,4166,0,0,3700964,3701006,3701006,"0.968737803",1740472,37162,106950,534587,0.754448333777441,0.00133125966291327,0.997543100443501,0.00112563989358569,0.697447357858648,594.4661709,1.02003529716344,1.76121597265144
2002,6,"Quesnel",3062151,"1312599","",51300000,0,0,38,0,603583,0,0,36207,437,0,0,640227,640265,640265,"0.943407993",1312599,1740472,37162,106950,-0.717882267039119,0,0.999317470110033,0.000682529889967435,1.20308312697614,344.0283572,1.77679721117429,0.0633288560744758
2003,6,"Quesnel",279178,"148465","",10372264,0,0,0,0,82424,0,0,60604,848,0,0,143876,143876,143876,"0.576278771",148465,1312599,1740472,37162,-0.0313974227320179,0,0.994106035753009,0.00589396424699046,1.01565471683782,548.7740497,1.49628168782862,1.45143821677514
2004,6,"Quesnel",10222,"6628","",1860000,0,0,0,164,6545,0,0,5986,0,0,0,12695,12695,12695,"0.522304684",6628,148465,1312599,1740472,0.649905115592325,0.0129184718393068,0.987081528160693,0,0.106972386979669,328.1716624,0.13629843274465,-0.0441743896001728
2005,6,"Quesnel",1447381,"777707","",51806108,0,0,0,0,198055,11,0,8059,2660,511,200,209485,209496,209496,"0.960900278",777707,6628,148465,1312599,-1.31164520045932,0,0.986295681063123,0.0137043189368771,-0.140840010908899,657.1627969,-0.234591041449557,2.18627875356904
2006,6,"Quesnel",169768,"90415","",15164301,0,234,56,0,601269,0,0,47841,0,0,0,649344,649400,649400,"0.926297546",90415,777707,6628,148465,1.9716386768318,0.000360332614721281,0.999639667385279,0,-1.31866887255603,407.2142707,-1.99739359252894,0.491708847481487
2007,6,"Quesnel",75100,"33777","",NA,0,0,21,0,72938,0,0,648,15,0,0,73601,73622,73622,"0.991193977",33777,90415,777707,6628,0.779163796623602,0,0.999796256553747,0.000203743446252479,-0.70155671593684,653.762543,-1.07379007132713,2.16322613541762
2008,6,"Quesnel",7091,"2471","",NA,0,0,0,0,727,0,0,6536,307,0,0,7570,7570,7570,"0.100096379",2471,33777,90415,777707,1.11957014044288,0,0.959445178335535,0.040554821664465,-0.0459153203597603,435.5747755,-0.0925216015595928,0.683983867807378
2009,6,"Quesnel",149572,"88670","",NA,0,0,19,137,296451,0,0,21900,0,0,0,318488,318507,318507,"0.931208006",88670,2471,33777,90415,1.27872283940077,0.000430131833837247,0.999569868166163,0,-0.083851876097978,577.8224288,-0.149299508276002,1.64837680165839
2010,6,"Quesnel",250867,"141823","",NA,0,0,2958,0,2497659,46,0,30937,128,0,0,2528724,2531728,2531728,"0.987765147",141823,88670,2471,33777,2.88207755130602,0,0.999931272237776,6.8727762224062e-05,-0.1643330213245,355.8470816,-0.269751954924917,0.143455972649499
2011,6,"Quesnel",57437,"21350","",NA,0,0,31,0,35995,0,0,4436,0,0,0,40431,40462,40462,"0.890282209",21350,141823,88670,2471,0.639311522380589,0,1,0,0.267699637403428,549.4208599,0.376851552387817,1.45582338005869
2012,6,"Quesnel",NA,"97","",NA,0,0,1,0,394,0,0,2285,0,0,0,2678,2679,2680,"0.147069802",97,21350,141823,88670,3.31886109500152,0,1,0,0.415079240108154,432,0.597427858576849,0.659748049835513
2013,6,"Quesnel",NA,"93727","",NA,0,0,287,0,141418.2482,0,0,5322.290297,0,0,0,146617,146904,147027.5385,"0.963729925",93727,97,21350,141823,0.450233604550054,0,0.999999999979596,0,1.39421005313338,513,2.06284813417407,1.20890176752241
2014,6,"Quesnel",NA,"430994","",NA,0,0,1571,0,2133830.557,0,0,36000,0,0,0,2020694,2022265,2171401.557,"0.983408843",430994,93727,97,21350,1.61703394795324,0,1,0,1.42523897101942,701,2.10928769546165,2.48348076659818
2015,6,"Quesnel",NA,"25749","",NA,0,0,0,0,4500,0,0,454.5454545,0,0,0,0,0,4954.545455,"0.908256881",25749,430994,93727,97,-1.64809036244162,0,0.999999999899083,0,0.503962605960884,639,0.730455524289337,2.06314088392426
2016,6,"Quesnel",NA,"213","",NA,0,0,0,0,545.4545455,0,0,151.2283486,0,0,0,0,0,696.6828941,"0.782930872",213,25749,430994,93727,1.18503818327655,0,1,0,0.861214011727678,315,1.26513735283759,-0.133473986823343
1950,7,"Chilko",17308,"6555","Brood year t+2",1170491,0,0,1489,0,183278,954,0,4705,15449,0,0,203432,205875,205875,"0.974971141",6555,213,25749,430994,3.44704107128214,0,0.920325440194293,0.0796745598057073,-0.686202918395467,179.7949782,-1.07571250882479,-1.05012016424814
1951,7,"Chilko",98315,"57564","",11504581,0,0,3925,0,644911,5004,0,20763,74115,0,3609,743398,752327,752327,"0.968809057",57564,6555,213,25749,2.57027369755175,0,0.890037177982446,0.109962822017554,-0.246335401105952,294.413004,-0.403334957958983,-0.273047139778964
1952,7,"Chilko",485585,"233628","",22973478,0,0,18732,0,1763929,114,0,35975,38833,0,893,1839630,1858476,1858476,"0.980012823",233628,57564,6555,213,2.07378196922912,0,0.978563080717749,0.0214369192822506,-0.744276763376434,260.8135208,-1.16448366860097,-0.50084073374981
1953,7,"Chilko",200691,"94471","",7690383,0,0,1172,0,514554,2583,0,14004,86362,0,781,615701,619456,619456,"0.973505273",94471,233628,57564,6555,1.88054876443059,0,0.855153554086166,0.144846445913834,-0.926394943715258,362.0339953,-1.44286788942026,0.185401240049042
1954,7,"Chilko",34296,"21247","",3007274,0,0,12234,0,632132,2844,0,4415,58891,0,2233,697671,712749,712749,"0.993064141",21247,94471,233628,57564,3.51291361584181,0,0.910251715540815,0.0897482844591855,-0.0453834591789543,187.0299165,-0.0961616177060116,-1.00106963011628
1955,7,"Chilko",121167,"75834","",9159120,0,0,32418,0,1407963,1373,0,31011,40510,0,0,1479484,1513275,1513275,"0.978449228",75834,21247,94471,233628,2.99348471447581,0,0.972322941963622,0.0276770580363781,0.413066587486228,240.0020938,0.604621021281539,-0.641935456063632
1956,7,"Chilko",646906,"368607","",28242157,0,0,13905,0,2379854,75,0,16684,25152,0,0,2421690,2435670,2435670,"0.993038291",368607,75834,21247,94471,1.88824611584157,0,0.989642685585486,0.0103573144145143,1.25822562166423,125.0629748,1.89652355819628,-1.42118538824273
1957,7,"Chilko",138464,"83128","",9458468,0,0,76,0,117362,63,0,3149,17578,0,0,138089,138228,138228,"0.973869605",83128,368607,75834,21247,0.508522907182024,0,0.872377521196863,0.127622478803137,-0.0134587285230721,182.1236784,-0.0473617600972394,-1.03433233249248
1958,7,"Chilko",120104,"70433","",6902846,0,0,4055,0,278320,1711,0,13613,130581,0,5091,427605,433371,433371,"0.953369438",70433,83128,368607,75834,1.81693227074581,0,0.682989863188815,0.317010136811185,0.0235586454362024,162.859114,0.00922266649463947,-1.16493982829345
1959,7,"Chilko",463060,"272891","",32629026,0,0,23792,0,2080497,1272,0,18659,88363,0,0,2187519,2212583,2212583,"0.991111189",272891,70433,83128,368607,2.0928434422455,0,0.959488525402211,0.0405114745977891,0.326651615036356,224.2375817,0.472527867661064,-0.748813732943078
1960,7,"Chilko",426546,"244864","",33817514,0,0,5472,0,958877,1045,0,5980,81961,0,0,1046818,1053335,1053335,"0.99380219",244864,272891,70433,83128,1.45901364581234,0,0.921196960131392,0.0788030398686078,-0.085521429295361,146.2015324,-0.157516159659677,-1.27787282660596
1961,7,"Chilko",39101,"15038","",1593017,0,0,256,0,52713,409,0,11583,4492,0,0,68788,69453,69453,"0.819848824",15038,244864,272891,70433,1.53006993385585,0,0.929434293695017,0.0705657063049832,0.539341359135188,205.1036429,0.797643507280621,-0.87853562956053
1962,7,"Chilko",77713,"42125","",8808628,0,0,10657,0,960609,0,0,13582,696,0,18,974905,985562,985562,"0.986058175",42125,15038,244864,272891,3.15257064816865,0,0.999275540250131,0.000724459749868603,-0.673221711743112,161.1151013,-1.05586955249562,-1.17676366851442
1963,7,"Chilko",998231,"57163","",9263733,0,0,37579,0,1112861,3971,0,4045,47006,0,841,1164753,1206303,1206303,"0.996378388",57163,42125,15038,244864,3.04940875357265,0,0.957043959933781,0.0429560400662189,-1.01444400522464,175.2447665,-1.5774588969548,-1.08096912315329
1964,7,"Chilko",238272,"131590","",23643449,0,0,7252,0,1818921,1343,0,55810,156756,0,0,2031487,2040082,2040082,"0.970230396",131590,57163,42125,15038,2.7410542539468,0,0.92250360524724,0.0774963947527599,-0.244166246511898,172.0482063,-0.40001920765674,-1.10264076411181
1965,7,"Chilko",35335,"20813","",2343404,0,0,1787,0,138555,1782,0,2360,14460,0,0,155375,158944,158944,"0.983252315",20813,131590,57163,42125,2.03297414744883,0,0.897813066237165,0.102186933762835,-0.24183465448875,220.7792867,-0.396455156953923,-0.77225985091972
1966,7,"Chilko",209619,"107541","",16816182,0,0,26456,0,744469,1479,0,27636,89160,0,0,861265,889200,889200,"0.964206941",107541,20813,131590,57163,2.11245001188621,0,0.898066801619433,0.101933198380567,-0.434191820873608,132.2029342,-0.690490600221739,-1.37277878023479
1967,7,"Chilko",174715,"90006","",8812334,0,0,28734,0,1933329,5300,0,23351,13996,0,0,1970676,2004710,2004710,"0.98806601",90006,107541,20813,131590,3.10337835610073,0,0.990374667657666,0.0096253323423338,-0.570627245859295,202.78803,-0.89904456999085,-0.894234733668662
1968,7,"Chilko",413862,"181912","",31772048,0,0,46952,0,2349375,1108,0,21925,55581,0,1128,2428009,2476069,2476069,"0.990754017",181912,90006,107541,20813,2.61090444728298,0,0.976649681410332,0.0233503185896677,-0.630773305424877,126.2276425,-0.9909832984383,-1.41328931913995
1969,7,"Chilko",70902,"25519","",3570614,0,0,4126,0,369954,294,0,15839,12146,0,0,397939,402359,402359,"0.958944304",25519,181912,90006,107541,2.75792145217067,0,0.969082336918026,0.0309176630819741,-1.20738248012674,158.6269034,-1.87238292322035,-1.19363284292338
1970,7,"Chilko",135388,"50923","",3848709,0,0,16775,0,630046,5423,0,1084,41128,0,0,672258,694456,694456,"0.998282446",50923,25519,181912,90006,2.61281411735547,0,0.932967675417881,0.067032324582119,-0.567441696984158,133.9360774,-0.894175168485536,-1.36102863169696
1971,7,"Chilko",157193,"90831","",7608969,0,0,58786,0,740253,13222,0,0,40581,0,0,780834,852842,852842,"1",90831,50923,25519,181912,2.23957366469797,0,0.93691328522751,0.0630867147724901,-0.379455836082866,228.2673373,-0.606821663664181,-0.721493297521971
1972,7,"Chilko",562650,"332353","",20273314,0,0,42709,0,1947465,1309,0,34424,83501,0,166,2065556,2109574,2109574,"0.982630712",332353,90831,50923,25519,1.84804365327642,0,0.959718881632026,0.0402811183679738,-0.568334349810446,199.0080226,-0.895539669608082,-0.919861957330317
1973,7,"Chilko",55675,"30231","",4300031,0,0,8835,0,200775,2893,0,6807,27243,0,1744,236569,248297,248297,"0.967208139",30231,332353,90831,50923,2.10575772231608,0,0.871605375820086,0.128394624179914,-0.730850790520622,279.1204321,-1.1439608466331,-0.376725815234263
1974,7,"Chilko",110026,"71126","",7245661,0,0,26487,0,641497,3815,0,4312,36356,0,0,682165,712467,712467,"0.993323103",71126,30231,332353,90831,2.30428064317911,0,0.943617037701395,0.0563829622986047,-0.803752081032308,234.0968415,-1.25539710696724,-0.681971150562695
1975,7,"Chilko",244631,"133782","",14145005,0,0,22821,0,1389008,20230,0,7375,73812,0,390,1470585,1513636,1513636,"0.994718498",133782,71126,30231,332353,2.42605837287366,0,0.937612477504499,0.0623875224955009,-0.281679116193795,319.9023766,-0.45736104457638,-0.100237464164191
1976,7,"Chilko",384390,"228326","",26010772,0,0,8457,0,1650944,334,0,25168,14210,0,0,1690322,1699113,1699113,"0.984984297",228326,133782,71126,30231,2.00708719688182,0,0.991440239701538,0.00855976029846161,0.329471237615495,244.4852059,0.47683791750473,-0.61154141067447
1977,7,"Chilko",51330,"20385","",2268157,0,0,3346,0,190527,0,0,2743,2584,0,0,195854,199200,199200,"0.98580742",20385,228326,133782,71126,2.27951000887928,0,0.987028112449799,0.0129718875502008,-0.0816517548484743,297.883815,-0.151601009927143,-0.249516167383426
1978,7,"Chilko",146842,"85570","",16490014,0,0,8616,0,1169034,397,0,77743,9789,0,0,1256566,1265579,1265579,"0.937644823",85570,20385,228326,133782,2.69395024952541,0,0.9919515099413,0.00804849005870041,0.0704274786210535,223.2043036,0.0808659455050017,-0.755819023190231
1979,7,"Chilko",258391,"147920","",21152257,0,0,9358,0,1615466,1371,0,72206,15308,0,7804,1710784,1721513,1721513,"0.95721562",147920,85570,20385,228326,2.45428724722507,0,0.985778207890385,0.0142217921096152,-0.143396229366841,431.0079915,-0.245983061168336,0.653022554085488
1980,7,"Chilko",497759,"293204","",35037719,0,0,12504,0,3920494,414,0,473961,32179,0,2375,4429009,4441927,4441927,"0.89214567",293204,147920,85570,20385,2.71797495779637,0,0.992127740955671,0.00787225904432918,-0.631104752436424,308.7731516,-0.991489945374266,-0.175689998531154
1981,7,"Chilko",34540,"20164","",1704324,0,0,1722,0,180656,2919,0,4547,18862,0,0,204065,208706,208706,"0.975448562",20164,293204,147920,85570,2.33702772685057,0,0.89563788295497,0.10436211704503,0.742872036316688,326.2901376,1.10875867916835,-0.0569305172401742
1982,7,"Chilko",249578,"142515","",13967231,0,0,52424,0,1355953,182,0,131741,57505,0,1412,1546611,1599217,1599217,"0.911446171",142515,20164,293204,147920,2.41782215611802,0,0.963045040166531,0.0369549598334685,-0.520850004452064,261.7616152,-0.822955524197043,-0.494412961348846
1983,7,"Chilko",382833,"213715","",19714627,0,0,45476,0,1717330,5243,0,36418,310875,0,4399,2069022,2119741,2119741,"0.979234189",213715,142515,20164,293204,2.29440583867189,0,0.848794263072706,0.151205736927294,-0.232697902596056,270.3310462,-0.382488799769074,-0.436314999717841
1984,7,"Chilko",580178,"283146","",9843219,0,0,11108,0,500714,1951,0,2890,153893,0,5802,663299,676358,676358,"0.994261364",283146,213715,142515,20164,0.870759855988603,0,0.761005266441736,0.238994733558264,-0.0703480492710753,212.1579015,-0.134322266730388,-0.830710045168989
1985,7,"Chilko",71975,"34995","",5591056,0,0,970,0,366037,1563,0,184400,18862,0,1136,570435,572968,572968,"0.664993451",34995,283146,213715,142515,2.79562467459143,0,0.962369626226945,0.0376303737730554,0.0728741970311209,364.3859048,0.0846059773726801,0.201346423327908
1986,7,"Chilko",293804,"165504","",18884731,0,0,47835,0,4413216,335,0,279555,54465,0,5033,4752269,4800439,4800439,"0.940428587",165504,34995,283146,213715,3.36746728733792,0,0.987535931609588,0.0124640683904118,-0.0694513212357127,303.0355966,-0.132951536279717,-0.214588759749463
1987,7,"Chilko",421015,"268105","",21695021,0,0,11552,0,4032356,863,0,316979,56111,0,2975,4408421,4420836,4420836,"0.927120123",268105,165504,34995,283146,2.80270540263291,0,0.986439442675548,0.0135605573244518,0.455936814585841,486.0193237,0.670152066810702,1.02598153670943
1988,7,"Chilko",363389,"206156","",20900735,0,0,2697,0,2979547,797,0,157913,155406,0,0,3292866,3296360,3296360,"0.949668522",206156,268105,165504,34995,2.77194094461592,0,0.952613488817969,0.0473865111820311,0.357543300660011,277.2341688,0.519748621877563,-0.389514068366749
1989,7,"Chilko",63268,"42813","",NA,0,0,11841,0,3015024,0,0,86942,3564,0,0,3105530,3117371,3117371,"0.971971969",42813,206156,268105,165504,4.28790350260134,0,0.998856728955264,0.00114327104473609,-0.241512746601239,398.5924679,-0.395963091437598,0.433255822039717
1990,7,"Chilko",825837,"497975","",34168374,0,0,13262,0,2412516,4715,0,178745,19347,0,0,2610608,2628585,2628585,"0.931020071",497975,42813,206156,268105,1.66365108261058,0,0.990846025523238,0.00915397447676221,1.11174235832156,453.748659,1.67261055262567,0.807196901002854
1991,7,"Chilko",1037737,"597558","",39721810,0,0,4495,0,1126703,537,0,128342,122472,0,0,1377517,1382549,1382549,"0.897739125",597558,497975,42813,206156,0.838832825582099,0,0.911027384924513,0.0889726150754874,0.864411654379964,434.867605,1.29454305176789,0.679189481275112
1992,7,"Chilko",511267,"319943","",12866432,0,0,3754,0,1773513,614,0,78754,9714,0,0,1861981,1866349,1866349,"0.957482372",319943,597558,497975,42813,1.76359654007406,0,0.994466201123155,0.00553379887684458,0.546799074509342,424.2513281,0.809043304267739,0.60721456858834
1993,7,"Chilko",555226,"322283","",27257811,0,0,18173,0,3380892,208,0,548667,15931,0,0,3945490,3963871,3963871,"0.860374408",322283,319943,597558,497975,2.50954631049302,0,0.99592847496803,0.00407152503197001,0.976097423395407,401.9695761,1.46526491888803,0.456151519855284
1994,7,"Chilko",450745,"253982","",16976927,0,0,10606,0,1331935,184,0,72717,4545,0,0,1409197,1419987,1419987,"0.948231306",253982,322283,319943,597558,1.72113959725814,0,0.996669687821086,0.00333031217891431,0.0275776650826034,443.5715796,0.0153661039627669,0.738199604858351
1995,7,"Chilko",544364,"298077","",39826473,0,0,2778,0,1045307,36,0,179013,44788,0,2414,1271522,1274336,1274336,"0.853785775",298077,253982,322283,319943,1.45282869523316,0,0.962931283429174,0.0370687165708259,0.984455988362573,501.0739726,1.47804174650196,1.12804717142432
1996,7,"Chilko",974846,"504519","",18700496,0,0,359,0,1175834,0,0,159331,26555,0,1811,1363531,1363890,1363890,"0.880665686",504519,298077,253982,322283,0.994490689855072,0,0.979202135069544,0.0207978649304563,0.981788641238468,381.8192568,1.47396446355626,0.319538893235863
1997,7,"Chilko",985827,"509295","",21837625,0,0,222,0,663879,0,0,204615,16297,0,0,884791,885013,885013,"0.764402517",509295,504519,298077,253982,0.552574917719639,0,0.98158558122875,0.0184144187712497,-0.6887256575277,401.8196412,-1.07956874528811,0.455135009883111
1998,7,"Chilko",879010,"467670","",11078244,0,0,1084,0,423716,0,0,73801,34730,0,3035,535282,536366,536366,"0.85166135",467670,509295,504519,298077,0.137053844872692,0,0.929590988243103,0.0704090117568973,0.302474874215985,382.8857158,0.43557151798358,0.326769139218711
