"","X","X5","X25","X40","X60","X75","X90","agent","stock"
"16","b.prev_std.Stock.Scotch.",-0.842399319990004,-0.431565966380682,-0.272222009372824,-0.0854964924880127,0.0739570971374306,0.291212688803799,"arena2","Scotch"
"17","b.prev_std.Stock.Seymour.",-0.779893569275726,-0.368001235869494,-0.213241144819857,-0.0220719423122199,0.134467608088441,0.379004928987821,"arena2","Seymour"
"18","b.prev_std.Stock.Stellako.",-0.813427566866009,-0.400599334470016,-0.251800729793748,-0.0702208332426536,0.0873370364556322,0.347328288033606,"arena2","Stellako"
"19","b.prev_std.Stock.Weaver.",-0.839239955220651,-0.431119027105332,-0.27459556107879,-0.0895918434008621,0.053916605118577,0.277047446298247,"arena2","Weaver"
"20","prev_std",-0.841891022523801,-0.479501956134976,-0.330284357435551,-0.156198951144855,-0.0203037901127246,0.197697916223564,"c_b_cys","Global"
"21","b.prev_std.Stock.Birkenhead.",-1.01127074838881,-0.600497757428694,-0.43449069900781,-0.23452163936837,-0.0635936342925319,0.159288754453333,"c_b_cys","Birkenhead"
"22","b.prev_std.Stock.Bowron.",-0.799759853408402,-0.421831231873743,-0.266023937572374,-0.0679499429962574,0.0979428329103387,0.345703327588777,"c_b_cys","Bowron"
"23","b.prev_std.Stock.Chilko.",-0.785071758128219,-0.386012223274742,-0.23280259266975,-0.0264675983532411,0.145038129067411,0.406234145374151,"c_b_cys","Chilko"
"24","b.prev_std.Stock.E.Stuart.",-0.888149754228079,-0.506371129353856,-0.366832210541648,-0.167440602398683,0.00251532489597108,0.234192626482679,"c_b_cys","E.Stuart"
"25","b.prev_std.Stock.Fennell.",-0.958269849421566,-0.538579952335396,-0.370101530302796,-0.180043267996061,-0.00409343103846685,0.213885024925322,"c_b_cys","Fennell"
"26","b.prev_std.Stock.Gates.",-1.03864418194665,-0.625361118250468,-0.445077951070186,-0.25035306637722,-0.0824632827464496,0.15974880204682,"c_b_cys","Gates"
"27","b.prev_std.Stock.Harrison.",-0.939253568786464,-0.539005387691769,-0.38046681961136,-0.177105264141733,-0.00486598765115243,0.214229753176612,"c_b_cys","Harrison"
"28","b.prev_std.Stock.L.Shuswap.",-1.14539664123265,-0.708830321161478,-0.517611212516509,-0.3085447535923,-0.151663363139134,0.0792635884787062,"c_b_cys","L.Shuswap"
"29","b.prev_std.Stock.L.Stuart.",-0.799604371338896,-0.398380119601023,-0.239763205575058,-0.0474516143142154,0.107865419394276,0.353316398398214,"c_b_cys","L.Stuart"
